ts,mid,spread_bps,trend_bps_per_sec,trend_angle_deg,bid_pressure_total_usd,ask_pressure_total_usd,pressure_imbalance,strongest_bid_usd,strongest_bid_dist_usd,strongest_ask_usd,strongest_ask_dist_usd,bid_p_0_10,bid_p_10_25,bid_p_25_50,bid_p_50_100,bid_p_100_200,ask_p_0_10,ask_p_10_25,ask_p_25_50,ask_p_50_100,ask_p_100_200,bid_wall_half_life_ms,ask_wall_half_life_ms,burst_count_3s,burst_buy_usd_3s,burst_sell_usd_3s,burst_imbalance_3s,target_ok_long,target_ok_short,pressure_ok_long,pressure_ok_short,in_long_hint,in_short_hint
1771600298446,67239.00,1.4872,-0.213321,-12.0419,229884.55,13115645.57,-0.965549,79776.93,29.00,3329962.50,8.00,68.58,2695.07,227120.90,0.00,0.00,7393903.51,5721742.06,0.00,0.00,0.00,493,608,61,3994.65,88151.54,-0.913298,0,1,0,1,0,1
1771600299026,67225.50,0.1488,-0.220421,-12.4304,4409.38,13924765.27,-0.999367,2098.09,0.50,3446679.98,18.50,2769.63,711.05,928.70,0.00,0.00,4204774.97,9719990.30,0.00,0.00,0.00,514,580,62,1794.23,84714.91,-0.958519,0,0,0,1,0,0
1771600299571,67198.50,0.4464,-0.231224,-13.0194,692110.93,3023170.95,-0.627425,113729.05,16.50,593975.94,6.50,104136.11,587974.82,0.00,0.00,0.00,1680006.20,1343164.75,0.00,0.00,0.00,1100,1047,90,1568.25,101529.05,-0.969577,0,0,0,1,0,0
1771600300089,67197.50,0.1488,-0.242055,-13.6070,28096.82,8771779.41,-0.993614,15003.09,18.50,3584604.32,1.50,2519.74,25577.07,0.00,0.00,0.00,6658103.87,2113675.53,0.00,0.00,0.00,1136,559,84,1982.18,20951.97,-0.827141,0,0,0,1,0,0
1771600300568,67179.50,0.1489,-0.254609,-14.2845,2328980.61,11945942.39,-0.673696,646992.39,14.50,2781064.49,18.50,185672.19,2143308.42,0.00,0.00,0.00,2815243.06,9130699.33,0.00,0.00,0.00,559,559,161,23282.08,115076.39,-0.663453,0,0,0,1,0,0
1771600301100,67179.50,0.1489,-0.268116,-15.0089,1109878.58,8989580.39,-0.780210,161487.60,12.50,2255609.73,18.50,186030.68,923847.90,0.00,0.00,0.00,1536301.01,7453279.38,0.00,0.00,0.00,577,559,159,23282.08,119484.63,-0.673844,0,0,0,1,0,0
1771600301698,67179.50,0.1489,-0.281364,-15.7147,1198416.42,4610892.53,-0.587415,247844.16,0.50,1185683.57,5.50,434548.43,763867.98,0.00,0.00,0.00,1673434.66,2301960.00,635497.87,0.00,0.00,1136,1094,134,23837.64,163379.40,-0.745348,0,0,0,1,0,0
1771600302228,67179.50,0.1489,-0.293252,-16.3439,1380664.07,4679122.50,-0.544319,309642.12,0.50,1019092.23,17.50,583608.76,797055.30,0.00,0.00,0.00,1010330.27,3668792.23,0.00,0.00,0.00,1136,409,104,23825.54,146336.69,-0.719967,0,0,0,1,0,0
1771600302808,67175.00,1.4886,-0.307217,-17.0778,266725.65,7572964.71,-0.931955,162134.76,29.00,2641035.25,5.00,9978.69,46434.13,210312.83,0.00,0.00,3001039.47,4403105.40,168819.84,0.00,0.00,544,474,117,24462.29,147725.12,-0.715864,0,1,0,1,0,1
1771600303386,67159.50,2.8291,-0.321732,-17.8346,344969.62,17545989.56,-0.961436,95044.00,29.50,2938441.74,11.50,38677.06,106533.74,199758.82,0.00,0.00,530087.00,15057916.90,1957985.66,0.00,0.00,514,993,154,24711.45,166288.30,-0.741241,0,1,0,1,0,1
1771600303931,67135.50,0.1490,-0.338588,-18.7055,1747265.65,5499997.42,-0.517814,422079.56,9.50,2684672.13,15.50,658063.40,1089202.25,0.00,0.00,0.00,454291.79,5045705.63,0.00,0.00,0.00,523,514,91,1985.77,195231.95,-0.979862,0,0,0,1,0,0
1771600304479,67132.50,0.1490,-0.356346,-19.6133,1248572.01,6755864.39,-0.688030,598937.22,19.50,2254914.94,2.50,155856.80,1092715.21,0.00,0.00,0.00,4749056.76,2006807.63,0.00,0.00,0.00,574,574,86,2502.68,143752.69,-0.965777,0,0,0,1,0,0
1771600305045,67132.50,0.1490,-0.373777,-20.4946,1035505.06,4229586.18,-0.606653,253432.62,13.50,1580900.92,0.50,334830.73,700674.33,0.00,0.00,0.00,2793940.37,1435645.81,0.00,0.00,0.00,574,550,86,2466.71,143752.69,-0.966260,0,0,0,1,0,0
1771600305559,67132.50,0.1490,-0.390863,-21.3487,516052.55,5550600.81,-0.829872,162738.18,16.50,2014903.68,0.50,146261.41,369791.14,0.00,0.00,0.00,4276835.32,1273765.50,0.00,0.00,0.00,556,550,87,2466.71,143766.78,-0.966263,0,0,0,1,0,0
1771600306109,67132.50,0.1490,-0.407634,-22.1775,588407.94,4835750.49,-0.783042,134701.74,5.50,1663273.11,0.50,224399.05,364008.89,0.00,0.00,0.00,3198969.29,1636781.20,0.00,0.00,0.00,523,550,78,2148.44,201747.48,-0.978926,0,0,0,1,0,0
1771600306659,67130.50,0.7448,-0.424314,-22.9922,2692761.87,3939869.02,-0.188026,700082.85,18.50,1293188.95,12.50,157138.06,2535623.81,0.00,0.00,0.00,116537.34,3823331.68,0.00,0.00,0.00,574,574,42,1814.61,436740.14,-0.991725,0,0,0,1,0,0
1771600307236,67127.50,0.1490,-0.439191,-23.7107,2034882.83,6343235.14,-0.514239,1003105.61,15.50,961594.50,0.50,210676.41,1824206.43,0.00,0.00,0.00,2671741.54,3671493.60,0.00,0.00,0.00,574,574,71,4472.20,436851.57,-0.979733,0,0,0,1,0,0
1771600307746,67127.50,0.1490,-0.453835,-24.4102,612810.79,7976732.81,-0.857312,180016.54,17.50,1445851.87,0.50,120356.12,492454.66,0.00,0.00,0.00,5320058.37,2656674.44,0.00,0.00,0.00,1102,574,74,4086.85,437646.35,-0.981496,0,0,0,1,0,0
1771600308302,67127.50,0.1490,-0.467045,-25.0347,200803.18,8959621.87,-0.956159,89758.96,18.50,2125320.14,0.50,45987.18,154816.00,0.00,0.00,0.00,6491976.25,2467645.62,0.00,0.00,0.00,1102,574,76,4135.81,438852.63,-0.981328,0,0,0,1,0,0
1771600308898,67122.50,0.1490,-0.479756,-25.6296,67695.94,10372572.51,-0.987032,31584.64,22.50,3732682.51,0.50,18230.62,49465.31,0.00,0.00,0.00,8960523.10,1412049.41,0.00,0.00,0.00,550,511,81,4085.46,443451.23,-0.981742,0,1,0,1,0,1
1771600309509,67119.50,0.1490,-0.493776,-26.2790,342016.92,12918539.38,-0.948416,313038.08,13.50,3165825.42,3.50,8346.80,333670.12,0.00,0.00,0.00,10481518.91,2437020.48,0.00,0.00,0.00,1102,511,86,43814.79,309606.73,-0.752054,0,0,0,1,0,0
1771600310009,67114.50,0.1490,-0.508336,-26.9459,274158.95,13487869.33,-0.960157,210645.69,14.50,2425153.78,4.50,6945.26,267213.69,0.00,0.00,0.00,10668591.34,2819277.99,0.00,0.00,0.00,550,511,75,43814.79,9230.69,0.651971,0,0,0,1,0,0
1771600310553,67114.50,0.1490,-0.522479,-27.5861,477846.45,5271744.23,-0.833781,335975.74,14.50,1602430.36,0.50,16085.27,461761.18,0.00,0.00,0.00,4165409.45,1106334.77,0.00,0.00,0.00,550,547,48,41149.81,8484.24,0.658128,0,0,0,1,0,0
1771600311278,67114.50,0.1490,-0.536135,-28.1973,735673.66,4396234.56,-0.713294,157453.15,7.50,677876.19,20.50,318646.64,417027.02,0.00,0.00,0.00,930374.02,3465860.55,0.00,0.00,0.00,1102,574,49,40531.54,11284.00,0.564455,1,0,0,1,0,0
1771600311797,67114.50,0.1490,-0.550270,-28.8227,2612746.75,1356947.95,0.316346,635727.97,0.50,371609.32,26.50,954128.37,1658618.38,0.00,0.00,0.00,978.58,909020.90,446948.46,0.00,0.00,1102,574,43,40811.41,6671.29,0.719001,1,0,1,0,0,0
1771600312340,67119.50,0.1490,-0.563479,-29.4003,11578918.32,240105.56,0.959370,2332768.50,0.50,75565.40,20.50,8982682.01,2596236.31,0.00,0.00,0.00,2091.00,238014.55,0.00,0.00,0.00,574,574,43,1430.28,6671.29,-0.646914,1,0,1,0,0,0
1771600312885,67142.50,0.4468,-0.574071,-29.8589,2264953.26,5137428.42,-0.388047,344038.01,7.50,879292.64,16.50,479519.03,1785434.22,0.00,0.00,0.00,2576763.67,2560664.75,0.00,0.00,0.00,514,540,87,435115.25,10720.92,0.951906,0,0,0,1,0,0
1771600313396,67143.50,0.1489,-0.584423,-30.3030,1582681.26,5595775.50,-0.559047,323908.25,8.50,1116181.04,0.50,447332.76,747367.87,387980.63,0.00,0.00,3109366.68,2486408.82,0.00,0.00,0.00,514,608,89,437463.95,19670.45,0.913940,0,0,0,1,0,0
1771600313960,67143.50,0.1489,-0.594443,-30.7291,929718.85,6818997.74,-0.760033,323897.51,8.50,1357219.27,0.50,355435.89,345232.77,229050.18,0.00,0.00,3555645.98,3263351.75,0.00,0.00,0.00,514,608,83,437361.94,19135.06,0.916166,0,0,0,1,0,0
1771600314525,67111.50,0.1490,-0.607717,-31.2878,2594241.69,4680075.50,-0.286739,455962.43,21.50,491687.52,20.50,902327.80,1691913.89,0.00,0.00,0.00,1983865.45,2696210.05,0.00,0.00,0.00,530,539,101,450569.96,24888.03,0.895309,1,1,0,1,0,1
1771600315132,67112.50,0.1490,-0.620481,-31.8188,6126680.56,980756.44,0.724020,2764778.17,0.50,323884.25,18.50,4263658.81,1863021.75,0.00,0.00,0.00,102.69,980653.75,0.00,0.00,0.00,574,550,104,507913.11,27230.24,0.898232,0,0,1,0,0,0
1771600315691,67120.50,0.4470,-0.631958,-32.2912,10733444.51,1531339.37,0.750287,2929936.81,7.50,965000.28,23.50,9523679.51,1209765.00,0.00,0.00,0.00,114.11,1531225.25,0.00,0.00,0.00,574,608,54,75044.53,21597.61,0.553040,1,0,1,0,0,0
1771600316208,67132.50,0.1490,-0.641700,-32.6883,3521828.71,5930705.10,-0.254839,675809.80,11.50,971714.68,11.50,1832033.31,1689795.40,0.00,0.00,0.00,3211444.84,2719260.26,0.00,0.00,0.00,556,608,66,83730.38,11655.76,0.755609,0,0,0,1,0,0
1771600316815,67132.50,0.1490,-0.651135,-33.0696,556547.66,7859806.70,-0.867746,170579.18,29.50,2437379.03,0.50,62065.55,80154.90,414327.21,0.00,0.00,5310229.47,2549577.23,0.00,0.00,0.00,552,550,65,83058.94,11675.90,0.753504,0,1,0,1,0,1
1771600317417,67114.50,0.1490,-0.659807,-33.4171,1035854.70,13257268.41,-0.855056,312578.13,1.50,2877240.49,18.50,420267.76,615586.94,0.00,0.00,0.00,6542194.98,6715073.43,0.00,0.00,0.00,574,550,52,70148.39,3115.52,0.914951,0,0,0,1,0,0
1771600318021,67112.00,0.5960,-0.667511,-33.7235,647949.25,11505449.41,-0.893372,276529.16,26.00,3905705.94,2.00,324.12,274272.29,373352.84,0.00,0.00,7391871.58,4113577.83,0.00,0.00,0.00,530,511,44,12222.68,3115.52,0.593757,0,1,0,1,0,1
1771600318564,67102.50,0.1490,-0.673652,-33.9663,1069456.49,8494388.61,-0.776354,322439.87,0.50,2186059.04,12.50,547674.21,521782.29,0.00,0.00,0.00,4130788.22,4363600.39,0.00,0.00,0.00,1102,547,55,12137.44,5462.08,0.379292,0,0,0,1,0,0
1771600319172,67102.50,0.1490,-0.679113,-34.1809,1033593.30,8913807.80,-0.792188,437102.43,0.50,1860452.15,0.50,576805.95,456787.35,0.00,0.00,0.00,5564712.59,3349095.21,0.00,0.00,0.00,1102,541,31,1422.16,5420.46,-0.584322,0,0,0,1,0,0
1771600319693,67102.50,0.1490,-0.683907,-34.3685,1696938.53,2721497.88,-0.231883,354359.62,0.50,916436.36,20.50,654462.21,1042476.32,0.00,0.00,0.00,16494.88,2705003.00,0.00,0.00,0.00,1102,0,33,1804.65,5447.28,-0.502298,1,0,0,1,0,0
1771600320239,67102.50,0.1490,-0.689536,-34.5877,3357329.41,2283379.70,0.190393,595206.15,0.50,672194.28,25.50,2034275.53,1323053.87,0.00,0.00,0.00,455.67,1610729.74,672194.28,0.00,0.00,1102,574,27,1227.32,4782.04,-0.591531,1,0,1,0,0,0
1771600320808,67106.00,0.8941,-0.693193,-34.7294,7065547.16,1302995.07,0.688597,3754769.17,3.00,592283.67,21.00,4550251.78,2515295.38,0.00,0.00,0.00,1042.96,1104810.51,197141.59,0.00,0.00,552,550,32,1460.18,4869.94,-0.538657,1,0,1,0,0,0
1771600321426,67109.00,0.2980,-0.696002,-34.8380,6006884.62,560109.75,0.829417,1425709.46,1.00,300124.58,22.00,4584507.37,1422377.26,0.00,0.00,0.00,325.50,559784.25,0.00,0.00,0.00,574,550,25,1440.05,32454.58,-0.915028,1,0,1,0,0,0
1771600321940,67108.50,0.1490,-0.698350,-34.9285,853913.49,2407531.63,-0.476359,166940.91,19.50,605562.98,12.50,392347.33,461566.16,0.00,0.00,0.00,452943.67,1954587.96,0.00,0.00,0.00,515,511,16,1049.54,30218.05,-0.932867,0,0,0,1,0,0
1771600322522,67108.50,0.1490,-0.698800,-34.9458,1612700.85,2030352.91,-0.114643,521425.10,19.50,672182.42,15.50,636984.61,975716.24,0.00,0.00,0.00,226562.35,1803790.56,0.00,0.00,0.00,515,550,16,11483.02,30163.02,-0.448542,0,0,0,0,0,0
1771600323045,67108.50,0.1490,-0.698891,-34.9493,3951485.75,18575.74,0.990642,2214999.53,0.50,10950.77,16.50,2805397.85,1146087.90,0.00,0.00,0.00,2615.96,15959.78,0.00,0.00,0.00,574,550,17,11708.50,60854.87,-0.677289,0,0,1,0,0,0
1771600323647,67108.50,0.1490,-0.699318,-34.9658,2081329.29,1005549.21,0.348501,453204.48,0.50,304900.70,15.50,903022.14,1178307.15,0.00,0.00,0.00,80457.05,925092.17,0.00,0.00,0.00,574,550,21,11688.37,195003.77,-0.886901,0,0,1,0,0,0
1771600324216,67111.50,0.1490,-0.698976,-34.9526,6858176.43,1910277.03,0.564284,1977504.81,0.50,593076.90,13.50,6201639.59,656536.84,0.00,0.00,0.00,10451.16,1899825.87,0.00,0.00,0.00,0,550,29,13772.79,167494.86,-0.848039,0,0,1,0,0,0
1771600324755,67114.50,0.1490,-0.699416,-34.9696,6077183.34,1282694.34,0.651436,1489099.13,3.50,420167.56,16.50,4736043.39,1341139.95,0.00,0.00,0.00,109425.14,1173269.20,0.00,0.00,0.00,539,539,38,13847.96,171651.71,-0.850696,0,0,1,0,0,0
1771600325272,67114.50,0.1490,-0.699520,-34.9736,2982634.92,1277330.40,0.400309,1720411.69,0.50,307835.69,18.50,2470183.33,512451.59,0.00,0.00,0.00,3125.81,1274204.59,0.00,0.00,0.00,517,517,33,2597.81,171657.08,-0.970184,0,0,1,0,0,0
1771600325827,67131.50,0.1490,-0.697268,-34.8868,7269068.65,4632282.56,0.221554,1640469.52,17.50,1017650.00,14.50,442906.72,6826161.92,0.00,0.00,0.00,1450873.95,3181408.60,0.00,0.00,0.00,1072,0,69,8579.35,171657.08,-0.904799,0,0,1,0,0,0
1771600326336,67131.50,0.1490,-0.694126,-34.7655,1051688.75,2781566.20,-0.451282,264319.00,16.50,525105.83,0.50,345722.37,705966.38,0.00,0.00,0.00,1092625.52,1688940.68,0.00,0.00,0.00,509,539,74,22415.93,141084.07,-0.725799,0,0,0,1,0,0
1771600326857,67131.50,0.1490,-0.688536,-34.5488,5311738.51,36913.21,0.986197,1478656.94,0.50,21050.22,1.50,2757983.75,2553754.76,0.00,0.00,0.00,30193.51,6719.69,0.00,0.00,0.00,514,1072,56,20318.10,6804.32,0.498251,0,0,1,0,0,0
1771600327358,67133.00,0.5958,-0.680824,-34.2480,3435876.74,466222.55,0.761040,1548465.80,2.00,420967.16,22.00,1750670.29,1685206.45,0.00,0.00,0.00,631.78,465590.77,0.00,0.00,0.00,514,556,61,20396.71,878.02,0.917459,1,0,1,0,0,0
1771600327961,67140.50,0.1489,-0.671866,-33.8958,5883467.71,729917.71,0.779260,1363513.03,2.50,283321.18,19.50,4973518.21,909949.50,0.00,0.00,0.00,94178.46,635739.24,0.00,0.00,0.00,514,0,63,20778.75,700.84,0.934743,0,0,1,0,0,0
1771600328561,67154.50,0.1489,-0.660821,-33.4576,7562985.61,5545169.49,0.153936,1643256.87,14.50,858524.66,17.50,3270279.19,4292706.42,0.00,0.00,0.00,1414848.19,4130321.30,0.00,0.00,0.00,514,0,80,23398.23,703.54,0.941620,0,0,1,0,0,0
1771600329263,67154.00,0.2978,-0.649361,-32.9981,612617.54,5892459.56,-0.811649,144347.22,27.00,951218.70,7.00,21621.25,299560.65,291435.63,0.00,0.00,2558744.41,3333715.15,0.00,0.00,0.00,0,702,43,3686.36,591.44,0.723485,0,1,0,1,0,1
1771600329694,67151.00,0.5957,-0.637869,-32.5325,1157953.33,14674116.99,-0.853721,422498.92,31.00,7459266.20,3.00,1414.15,554121.30,602417.89,0.00,0.00,10787619.38,3886497.61,0.00,0.00,0.00,0,556,44,3686.36,602.18,0.719167,0,1,0,1,0,1
1771600330225,67149.50,0.1489,-0.628056,-32.1311,537066.80,9972401.05,-0.897794,311415.46,9.50,2093628.70,4.50,312087.61,224979.19,0.00,0.00,0.00,6956554.36,3015846.69,0.00,0.00,0.00,514,556,46,3508.47,1401.93,0.428996,0,0,0,1,0,0
1771600330790,67147.50,0.1489,-0.618027,-31.7172,184512.75,12963875.42,-0.971934,93775.13,19.50,3215637.81,0.50,527.74,183985.01,0.00,0.00,0.00,9219698.75,3744176.67,0.00,0.00,0.00,501,0,32,2986.14,1288.59,0.397113,0,0,0,1,0,0
1771600331302,67138.50,0.1489,-0.608605,-31.3249,467143.68,8496476.80,-0.895769,94834.06,15.50,2160926.05,9.50,32008.28,435135.40,0.00,0.00,0.00,5079515.07,3416961.73,0.00,0.00,0.00,600,512,46,3281.59,1798.20,0.292017,0,0,0,1,0,0
1771600331882,67138.50,0.1489,-0.598735,-30.9104,1306585.15,4898476.16,-0.578865,414478.08,18.50,750829.00,11.50,206649.63,1099935.52,0.00,0.00,0.00,1025104.43,3873371.74,0.00,0.00,0.00,531,544,29,15294.98,1798.20,0.789600,0,0,0,1,0,0
1771600332384,67138.50,0.1489,-0.588567,-30.4797,678148.04,4350201.75,-0.730270,174530.12,18.50,866319.94,4.50,16652.55,661495.49,0.00,0.00,0.00,2470420.82,1879780.93,0.00,0.00,0.00,531,580,26,15282.90,1765.30,0.792905,0,0,0,1,0,0
1771600332948,67138.50,0.1489,-0.578400,-30.0451,819502.52,5437037.71,-0.738033,311403.68,3.50,1173013.72,4.50,387574.70,431927.82,0.00,0.00,0.00,3517398.84,1919638.86,0.00,0.00,0.00,514,580,28,15303.04,1821.69,0.787244,0,0,0,1,0,0
1771600333494,67138.50,0.1489,-0.570078,-29.6865,955063.02,4592750.18,-0.655697,311392.94,3.50,696599.35,0.50,489932.51,465130.52,0.00,0.00,0.00,2171645.64,2421104.54,0.00,0.00,0.00,514,578,21,15268.12,596.89,0.924753,0,0,0,1,0,0
1771600334102,67138.50,0.1489,-0.561276,-29.3045,1480251.40,3448958.54,-0.399396,394495.79,18.50,660068.87,20.50,590871.79,889379.62,0.00,0.00,0.00,371054.76,3077903.78,0.00,0.00,0.00,531,962,24,48716.73,596.89,0.975792,1,0,0,1,0,0
1771600334607,67138.50,0.1489,-0.552163,-28.9059,947289.83,3283463.83,-0.552189,289570.45,18.50,612596.75,18.50,282382.25,664907.58,0.00,0.00,0.00,682406.86,2601056.97,0.00,0.00,0.00,531,3121,8,33783.00,67.14,0.996033,0,0,0,1,0,0
1771600335123,67138.50,0.1489,-0.542665,-28.4871,927778.81,3425177.06,-0.573725,322625.40,2.50,851812.75,17.50,327923.44,599855.37,0.00,0.00,0.00,1220865.25,2204311.81,0.00,0.00,0.00,514,556,14,33783.00,28101.95,0.091800,0,0,0,1,0,0
1771600335626,67138.50,0.1489,-0.532828,-28.0499,1543557.41,2318734.08,-0.200704,322625.40,2.50,671801.97,14.50,837461.24,706096.17,0.00,0.00,0.00,296347.93,2022386.15,0.00,0.00,0.00,514,524,13,33762.86,28101.95,0.091504,0,0,0,1,0,0
1771600336231,67138.50,0.1489,-0.522567,-27.5901,740389.10,7273494.37,-0.815223,322625.40,2.50,1154643.09,0.50,491101.74,249287.36,0.00,0.00,0.00,4047056.19,3226438.18,0.00,0.00,0.00,514,578,12,35979.79,28034.81,0.124112,0,0,0,1,0,0
1771600336809,67135.50,0.1490,-0.512284,-27.1253,757160.93,11960107.93,-0.880924,321230.48,5.50,3463225.89,1.50,328676.47,428484.46,0.00,0.00,0.00,9285142.90,2674965.03,0.00,0.00,0.00,514,509,21,36105.34,31519.91,0.067807,0,0,0,1,0,0
1771600337337,67133.50,0.1490,-0.502371,-26.6736,1960605.72,1923001.50,0.009683,646895.55,17.50,325183.29,2.50,414714.23,1545891.48,0.00,0.00,0.00,1022803.64,900197.87,0.00,0.00,0.00,556,528,22,2537.18,31632.02,-0.851493,0,0,0,0,0,0
1771600337939,67138.50,0.1489,-0.493745,-26.2776,7975021.76,508468.25,0.880128,1694354.75,4.50,128784.96,18.50,6216697.34,1758324.43,0.00,0.00,0.00,25220.30,483247.95,0.00,0.00,0.00,514,3121,16,2537.18,3597.20,-0.172800,0,0,1,0,0,0
1771600338461,67138.50,0.1489,-0.488261,-26.0245,4620842.29,396861.07,0.841816,1826007.91,0.50,112231.15,11.50,2590901.86,2029940.43,0.00,0.00,0.00,16897.63,379963.44,0.00,0.00,0.00,514,544,17,2548.60,3597.20,-0.170622,0,0,1,0,0,0
1771600338948,67138.50,0.1489,-0.483888,-25.8218,5662157.59,427973.67,0.859453,1854364.32,0.50,258853.62,20.50,2788446.54,2873711.05,0.00,0.00,0.00,10823.83,417149.85,0.00,0.00,0.00,514,962,16,331.67,3597.20,-0.831165,1,0,1,0,0,0
1771600339553,67149.00,0.2978,-0.478038,-25.5496,11733707.67,1201140.04,0.814278,3953758.45,9.00,402431.43,24.00,6291732.64,5441975.03,0.00,0.00,0.00,107695.85,889769.14,203675.04,0.00,0.00,514,1133,46,14844.09,3617.35,0.608119,1,0,1,0,0,0
1771600340026,67149.50,0.1489,-0.472802,-25.3049,11879693.32,132214.66,0.977986,3492676.00,0.50,107454.10,0.50,9414528.25,2465165.07,0.00,0.00,0.00,107695.85,124.26,24394.55,0.00,0.00,605,544,38,14823.95,239.02,0.968264,0,0,1,0,0,0
1771600340596,67167.00,0.5955,-0.465368,-24.9558,8430518.49,2725895.13,0.511331,3782039.17,18.00,692850.05,21.00,1277405.96,7153112.53,0.00,0.00,0.00,140.39,1301402.57,1424352.16,0.00,0.00,605,505,59,122557.43,147.05,0.997603,1,0,1,0,0,0
1771600341075,67173.50,0.1489,-0.457025,-24.5616,3296191.86,5216256.67,-0.225560,368403.60,0.50,892991.06,9.50,2134698.41,1161493.45,0.00,0.00,0.00,1664354.40,3551902.27,0.00,0.00,0.00,0,0,63,124444.34,147.05,0.997639,0,0,0,1,0,0
1771600341698,67173.50,0.1489,-0.448508,-24.1566,2947767.81,6303772.75,-0.362751,763073.86,0.50,968014.32,9.50,1785158.75,1162609.06,0.00,0.00,0.00,2478206.36,3825566.39,0.00,0.00,0.00,623,623,66,125207.44,167.21,0.997333,0,0,0,1,0,0
1771600342300,67173.50,0.1489,-0.440578,-23.7772,1335945.84,5152493.00,-0.588207,718151.92,0.50,883837.13,17.50,889517.14,446428.70,0.00,0.00,0.00,1970872.02,3181620.98,0.00,0.00,0.00,1225,1704,45,114421.90,25044.74,0.640850,0,0,0,1,0,0
1771600342982,67175.50,0.1489,-0.432348,-23.3811,3615747.41,4069982.12,-0.059101,1320356.87,0.50,701619.90,17.50,2930272.26,685475.15,0.00,0.00,0.00,2125762.18,1944219.95,0.00,0.00,0.00,457,1907,45,112230.11,25044.74,0.635115,0,0,0,0,0,0
1771600343581,67175.50,0.1489,-0.423952,-22.9746,1527205.34,5262920.04,-0.550169,294347.06,1.50,754105.66,7.50,474651.04,1052554.30,0.00,0.00,0.00,3145776.06,2117143.98,0.00,0.00,0.00,599,1225,22,21290.63,24937.98,-0.078898,0,0,0,1,0,0
1771600344187,67176.00,0.2977,-0.415220,-22.5492,2483803.27,218670.57,0.838170,647802.78,1.00,87670.74,17.00,1010053.20,1473750.07,0.00,0.00,0.00,11555.70,207114.87,0.00,0.00,0.00,457,2506,17,19235.79,29415.86,-0.209244,0,0,1,0,0,0
1771600344716,67177.50,0.1489,-0.405380,-22.0666,2307960.74,4250912.03,-0.296233,918152.16,1.50,1244237.27,14.50,1839881.86,468078.88,0.00,0.00,0.00,1083990.03,3166921.99,0.00,0.00,0.00,457,1907,20,18675.56,29436.02,-0.223656,0,0,0,1,0,0
1771600345256,67177.50,0.1489,-0.395384,-21.5731,513446.37,2318411.15,-0.637378,197949.06,8.50,600292.66,14.50,354945.72,158500.65,0.00,0.00,0.00,789055.40,1529355.75,0.00,0.00,0.00,639,1907,22,19098.11,29436.02,-0.213003,0,0,0,1,0,0
1771600345794,67177.50,0.1489,-0.385143,-21.0638,1270248.05,5347222.62,-0.616093,308721.31,0.50,1047057.80,5.50,503119.35,767128.70,0.00,0.00,0.00,2817045.68,2530176.95,0.00,0.00,0.00,1088,1225,22,17290.44,96721.31,-0.696690,0,0,0,1,0,0
1771600346350,67176.50,0.1489,-0.374508,-20.5313,45094.47,12270606.47,-0.992677,16627.93,6.50,5760366.62,0.50,17213.00,27881.48,0.00,0.00,0.00,10354225.31,1916381.16,0.00,0.00,0.00,555,623,25,18456.65,96871.11,-0.679927,0,0,0,1,0,0
1771600346903,67175.50,0.1489,-0.363795,-19.9912,407694.03,9776398.17,-0.919935,273161.40,10.50,3785014.25,0.50,17328.51,390365.52,0.00,0.00,0.00,8540950.49,1235447.68,0.00,0.00,0.00,0,606,28,1682.81,92459.73,-0.964250,0,0,0,1,0,0
1771600347404,67175.50,0.1489,-0.352970,-19.4415,298037.50,9979525.33,-0.942002,176743.68,16.50,4939374.03,0.50,1745.07,296292.43,0.00,0.00,0.00,7834175.85,2145349.48,0.00,0.00,0.00,544,606,25,2382.78,92459.73,-0.949753,0,0,0,1,0,0
1771600347964,67172.00,1.1910,-0.342360,-18.8992,6028.38,11126114.40,-0.998917,2010.19,9.00,5213397.02,4.00,2559.61,1847.26,1621.50,0.00,0.00,6555529.32,4570585.09,0.00,0.00,0.00,0,606,40,2402.93,93950.24,-0.950122,0,0,0,1,0,0
1771600348517,67140.50,0.1489,-0.334948,-18.5182,1787978.31,1411329.97,0.117728,559776.77,20.50,356951.43,18.50,513532.99,1274445.33,0.00,0.00,0.00,735041.28,676288.68,0.00,0.00,0.00,531,962,68,9259.41,103042.66,-0.835098,0,1,0,0,0,0
1771600349144,67140.50,0.1489,-0.325605,-18.0355,758670.56,5464286.30,-0.756170,120905.69,22.50,2235515.32,0.50,19365.32,693736.84,45568.40,0.00,0.00,3172316.25,2291970.05,0.00,0.00,0.00,509,580,65,8304.72,11462.65,-0.159754,0,1,0,1,0,1
1771600349740,67140.50,0.1489,-0.315193,-17.4945,350594.22,6641740.94,-0.899720,273052.66,9.50,2782369.37,0.50,289661.38,60932.85,0.00,0.00,0.00,5554011.09,1087729.84,0.00,0.00,0.00,627,580,58,13085.79,11206.04,0.077382,0,0,0,1,0,0
1771600350313,67128.00,3.5753,-0.305891,-17.0084,883924.53,11555160.37,-0.857879,186398.91,30.00,3941670.56,12.00,0.00,185078.04,698846.49,0.00,0.00,0.00,10808793.38,746366.99,0.00,0.00,0,509,108,12359.61,20224.90,-0.241381,0,1,0,1,0,1
1771600350814,67114.50,0.1490,-0.297801,-16.5836,1106025.95,10204959.88,-0.804433,389195.28,19.50,1242770.90,20.50,182542.90,923483.05,0.00,0.00,0.00,3403980.38,6800979.50,0.00,0.00,0.00,0,602,108,12359.61,20224.90,-0.241381,1,0,0,1,0,0
