ts,mid,spread_bps,trend_bps_per_sec,trend_angle_deg,bid_pressure_total_usd,ask_pressure_total_usd,pressure_imbalance,strongest_bid_usd,strongest_bid_dist_usd,strongest_ask_usd,strongest_ask_dist_usd,bid_p_0_10,bid_p_10_25,bid_p_25_50,bid_p_50_100,bid_p_100_200,ask_p_0_10,ask_p_10_25,ask_p_25_50,ask_p_50_100,ask_p_100_200,burst_count_3s,burst_buy_usd_3s,burst_sell_usd_3s,burst_imbalance_3s,target_ok_long,target_ok_short,pressure_ok_long,pressure_ok_short,in_long_hint,in_short_hint
1771599684511,67697.00,0.8863,0.923443,42.7207,7551304.43,1824530.06,0.610802,1913500.34,8.00,1727530.01,3.00,3422367.60,4128936.84,0.00,0.00,0.00,1757214.17,67315.88,0.00,0.00,0.00,585,2314556.79,1086817.49,0.360954,0,0,1,0,0,0
1771599685027,67699.50,0.1477,0.957658,43.7609,6539686.00,1927290.49,0.544751,3270507.55,0.50,1709056.03,0.50,5134936.20,1404749.80,0.00,0.00,0.00,1779108.22,148182.27,0.00,0.00,0.00,197,902449.95,1130439.66,-0.112151,0,0,1,0,0,0
1771599685599,67743.00,12.9903,0.995316,44.8655,2477165.74,4089532.62,-0.245537,619849.40,59.00,1820733.13,49.00,0.00,0.00,812437.80,1664727.94,0.00,0.00,0.00,2547181.25,1542351.37,0.00,665,9322964.90,1198706.67,0.772145,1,1,0,1,0,0
1771599686238,67733.00,2.0669,1.030672,45.8654,4294754.51,2858149.09,0.200842,656969.83,29.00,500151.03,42.00,22285.59,2253943.03,2018525.89,0.00,0.00,153079.12,23088.85,1235714.43,1446266.68,0.00,528,8716789.03,260264.23,0.942016,1,1,1,0,1,0
1771599687274,67752.00,1.4760,1.067063,46.8582,2203734.47,1082129.16,0.341343,428268.76,11.00,514513.91,23.00,703977.79,1499756.68,0.00,0.00,0.00,112931.83,783578.42,185618.91,0.00,0.00,544,8952104.09,282815.24,0.938751,1,0,1,0,1,0
1771599688377,67738.50,0.1476,1.100561,47.7409,732314.29,748904.58,-0.011200,285054.96,10.50,201608.21,23.50,17507.08,714807.21,0.00,0.00,0.00,159547.90,486378.00,102978.68,0.00,0.00,562,8944197.21,1007369.16,0.797546,1,0,0,0,0,0
1771599689318,67744.50,0.1476,1.134697,48.6105,937527.10,3602878.03,-0.587029,362650.83,4.50,500155.09,21.50,879068.06,58459.04,0.00,0.00,0.00,2623859.25,894384.65,84634.13,0.00,0.00,199,1687622.11,1048164.05,0.233738,1,0,0,1,0,0
1771599689850,67744.50,0.1476,1.168980,49.4548,2140253.10,1186296.84,0.286770,885271.14,0.50,300664.44,29.50,1747234.37,393018.73,0.00,0.00,0.00,534291.83,174689.58,477315.44,0.00,0.00,197,1473339.36,1055180.49,0.165377,1,0,1,0,1,0
1771599690418,67740.50,1.3286,1.201475,50.2290,65689.55,2745484.70,-0.953265,19421.89,16.50,1324762.28,4.50,384.72,50877.68,14427.15,0.00,0.00,2254620.02,490864.68,0.00,0.00,0.00,204,1473379.33,1038160.54,0.173288,0,0,0,1,0,0
1771599690953,67707.50,2.8062,1.229735,50.8826,1354431.91,6267154.95,-0.644580,250070.32,46.50,2449439.01,29.50,16032.92,327727.30,1010671.69,0.00,0.00,31839.18,402280.34,5833035.43,0.00,0.00,236,1642082.84,204132.55,0.778864,1,1,0,1,0,0
1771599691458,67699.50,0.1477,1.257255,51.5018,1391596.05,3032142.27,-0.370851,318442.55,20.50,606122.97,19.50,30103.95,584619.24,776872.86,0.00,0.00,1873378.19,1158764.08,0.00,0.00,0.00,238,1753358.79,202926.12,0.792539,0,1,0,1,0,0
1771599691959,67693.00,1.7727,1.282920,52.0646,2817914.99,7008894.60,-0.426484,607651.63,30.00,2705050.97,6.00,184748.89,906615.73,1726550.38,0.00,0.00,5307002.63,1597134.94,104757.04,0.00,0.00,126,490484.16,136993.11,0.563353,0,1,0,1,0,0
1771599692485,67686.50,0.1477,1.306887,52.5776,1140955.78,1669845.45,-0.188163,450108.52,0.50,301185.69,4.50,553060.01,587895.77,0.00,0.00,0.00,1329948.16,339897.29,0.00,0.00,0.00,131,462389.40,184980.72,0.428516,0,0,0,1,0,0
1771599693042,67686.50,0.1477,1.329850,53.0581,904580.60,1389450.56,-0.211362,417574.22,13.50,249765.20,5.50,29778.78,874801.82,0.00,0.00,0.00,682688.14,706762.42,0.00,0.00,0.00,120,319018.11,182446.50,0.272345,0,0,0,1,0,0
1771599693569,67685.50,0.1477,1.353176,53.5355,7762.27,11975864.36,-0.998705,5023.14,6.50,7496012.64,0.50,7633.70,128.57,0.00,0.00,0.00,10891200.09,1084664.28,0.00,0.00,0.00,114,319995.37,175584.81,0.291397,0,0,0,1,0,0
1771599694089,67645.50,10.2002,1.371436,53.9019,3741396.20,15551580.42,-0.612149,1782740.23,60.50,8259198.69,40.50,0.00,0.00,1719426.16,2021970.04,0.00,0.00,0.00,14741459.01,810121.41,0.00,103,88889.22,625639.73,-0.751195,1,1,0,1,0,0
1771599694625,67611.50,0.1479,1.385373,54.1772,3436382.48,1301886.19,0.450480,677909.91,19.50,228993.16,21.50,938395.23,2497987.25,0.00,0.00,0.00,444832.75,857053.44,0.00,0.00,0.00,115,28808.85,794699.69,-0.930034,1,0,1,0,1,0
1771599695144,67611.50,0.1479,1.398546,54.4342,2827222.18,2206157.82,0.123389,606738.04,2.50,1194676.32,0.50,1195279.49,1631942.69,0.00,0.00,0.00,1536270.97,559287.89,110598.95,0.00,0.00,119,22389.77,794936.72,-0.945212,0,0,1,0,0,0
1771599695700,67611.50,0.1479,1.411074,54.6756,3557989.38,17164.39,0.990398,1613281.62,0.50,5732.40,19.50,3163496.64,394492.74,0.00,0.00,0.00,1363.74,15800.64,0.00,0.00,0.00,115,22807.31,698297.78,-0.936743,0,0,1,0,0,0
1771599696313,67611.50,0.1479,1.422820,54.8993,1531371.10,607967.83,0.431630,935036.00,21.50,232701.30,18.50,180539.08,1195451.13,155380.90,0.00,0.00,133611.28,474356.56,0.00,0.00,0.00,111,17259.87,695402.48,-0.951562,0,1,1,0,0,0
1771599696908,67592.00,0.8877,1.431616,55.0653,4432418.78,5685226.91,-0.123824,844878.06,19.00,1644139.96,19.00,213174.15,2803319.07,1415925.56,0.00,0.00,104243.25,5577663.66,3320.00,0.00,0.00,111,16807.67,694953.13,-0.952772,0,0,0,1,0,0
1771599697562,67580.00,0.2959,1.438179,55.1882,1881449.80,6005745.08,-0.522910,287583.19,24.00,1487843.03,8.00,238587.46,1642862.34,0.00,0.00,0.00,4390973.42,1614771.66,0.00,0.00,0.00,98,397649.37,155970.43,0.436543,0,1,0,1,0,0
1771599698069,67579.50,0.1480,1.444133,55.2991,3314206.04,402923.86,0.783207,707756.22,0.50,95454.42,40.50,1601223.12,1712982.91,0.00,0.00,0.00,13036.93,515.79,389371.15,0.00,0.00,81,391155.16,37523.22,0.824935,1,0,1,0,1,0
1771599698648,67582.50,0.1480,1.449786,55.4038,9904677.57,43582.26,0.991238,4902039.42,3.50,16673.06,26.50,7952171.46,1952506.11,0.00,0.00,0.00,2708.96,11105.23,29768.07,0.00,0.00,86,385135.96,41585.68,0.805092,1,0,1,0,1,0
1771599699200,67591.50,0.4438,1.456394,55.5254,17039895.37,243081.71,0.971870,4537643.16,1.50,152482.63,71.50,11746209.63,5293685.74,0.00,0.00,0.00,135.19,877.61,61.54,242007.36,0.00,88,383859.46,42362.86,0.801217,1,0,1,0,1,0
1771599699767,67611.50,0.1479,1.464389,55.6717,8299511.53,905110.71,0.803336,4451306.98,19.50,314446.29,50.50,776087.77,7523423.76,0.00,0.00,0.00,703.17,61.54,581415.29,322930.71,0.00,97,384217.08,63072.77,0.717978,1,0,1,0,1,0
1771599700314,67635.00,0.8871,1.473948,55.8451,3272998.49,2923754.52,0.056359,608861.64,26.00,1105811.31,31.00,78958.21,2258877.40,935162.88,0.00,0.00,301672.69,618873.44,2003208.40,0.00,0.00,112,431752.58,736182.74,-0.260657,1,1,0,0,0,0
1771599700828,67626.50,0.1479,1.481689,55.9844,2431131.43,1922791.18,0.116755,732288.67,14.50,578968.27,0.50,401797.03,2029334.40,0.00,0.00,0.00,1688842.76,233948.42,0.00,0.00,0.00,79,69314.30,723056.95,-0.825046,0,0,0,0,0,0
1771599701354,67626.50,0.1479,1.488484,56.1058,6364686.89,246311.82,0.925484,3997822.57,0.50,180807.55,0.50,4867453.86,1497233.03,0.00,0.00,0.00,245484.55,827.27,0.00,0.00,0.00,72,70206.90,701890.63,-0.818140,0,0,1,0,0,0
1771599701927,67637.50,0.1478,1.495505,56.2305,14803357.82,85292.38,0.988543,6258586.80,11.50,58910.51,48.50,5252667.02,9550690.81,0.00,0.00,0.00,220.51,135.30,84936.56,0.00,0.00,78,68477.43,802316.02,-0.842724,1,0,1,0,1,0
1771599702535,67695.50,3.1021,1.507753,56.4461,487565.66,894337.48,-0.294356,115047.19,17.50,157212.65,38.50,0.00,467627.19,19938.46,0.00,0.00,0.00,43425.90,850911.58,0.00,0.00,115,178537.41,822400.98,-0.643260,1,0,0,1,0,0
1771599703083,67725.00,0.5906,1.522615,56.7045,2595623.25,927545.75,0.473459,816394.21,19.00,160787.35,24.00,113686.29,1827090.33,654846.63,0.00,0.00,379966.15,526238.04,21341.56,0.00,0.00,114,194593.22,825075.11,-0.618321,1,0,1,0,1,0
1771599703594,67725.50,0.4430,1.536731,56.9467,1546726.67,824481.87,0.304589,669418.02,19.50,194756.53,22.50,281694.41,1265032.27,0.00,0.00,0.00,14468.92,655225.90,154787.05,0.00,0.00,114,138234.03,657211.76,-0.652436,1,0,1,0,1,0
1771599704218,67750.50,0.1476,1.551839,57.2024,2744219.70,595593.31,0.643337,1075744.08,20.50,107258.23,22.50,332635.92,2411583.78,0.00,0.00,0.00,12268.01,122398.52,460926.78,0.00,0.00,322,158988.45,3416697.41,-0.911072,1,1,1,0,1,0
1771599704834,67784.00,0.5901,1.569215,57.4922,2918898.93,354262.17,0.783535,548707.57,23.00,89000.38,16.00,770812.23,2148086.70,0.00,0.00,0.00,4123.69,350138.48,0.00,0.00,0.00,363,222756.97,3339639.91,-0.874940,0,1,1,0,0,0
1771599705898,67799.00,0.2950,1.585014,57.7518,255347.53,3674382.99,-0.870043,80711.23,20.00,1283324.96,16.00,3055.66,114777.65,137514.22,0.00,0.00,976003.38,2698379.61,0.00,0.00,0.00,341,278586.33,3303175.85,-0.844442,0,1,0,1,0,0
1771599706444,67779.50,2.8032,1.596569,57.9393,3205560.35,1967831.12,0.239249,671879.52,21.50,307112.52,19.50,246886.11,1497278.79,1461395.45,0.00,0.00,123278.36,1795292.81,49259.94,0.00,0.00,393,480420.63,4584283.57,-0.810287,0,1,1,0,0,0
1771599707505,67722.50,3.3962,1.600640,58.0049,2710068.55,1043678.12,0.443927,635452.38,28.50,215246.12,32.50,0.00,743114.74,1966953.82,0.00,0.00,0.00,343285.20,700392.92,0.00,0.00,151,500845.94,1599227.15,-0.523020,1,1,1,0,1,0
1771599708567,67708.00,0.2954,1.602409,58.0333,961105.40,8101854.18,-0.787905,324867.45,27.00,2116663.80,6.00,143259.43,306349.57,511496.40,0.00,0.00,6371976.88,1729877.31,0.00,0.00,0.00,152,362978.90,3096675.49,-0.790165,0,1,0,1,0,0
1771599709126,67705.50,0.4431,1.603038,58.0434,902567.78,12488823.27,-0.865202,605568.04,48.50,4147430.88,1.50,20169.87,80209.78,802188.14,0.00,0.00,11261080.05,1227743.23,0.00,0.00,0.00,151,360827.73,3092097.49,-0.791002,0,1,0,1,0,0
1771599710125,67670.50,0.1478,1.599022,57.9789,1416569.99,3387625.72,-0.410278,607310.29,20.50,730248.69,15.50,74155.61,912241.97,430172.42,0.00,0.00,1194389.50,2193236.21,0.00,0.00,0.00,124,123424.81,1848510.90,-0.874819,0,1,0,1,0,0
1771599710631,67670.50,0.1478,1.594772,57.9103,545309.22,2697229.58,-0.663653,155514.23,21.50,972263.77,0.50,5337.13,239509.99,300462.10,0.00,0.00,1751354.71,945874.87,0.00,0.00,0.00,99,123090.75,1544510.36,-0.852374,0,1,0,1,0,0
1771599711166,67670.50,0.1478,1.590422,57.8398,312629.49,945323.94,-0.502955,173795.13,12.50,226134.65,20.50,129600.19,183029.30,0.00,0.00,0.00,143208.28,802115.66,0.00,0.00,0.00,65,69519.53,47794.08,0.185191,1,0,0,1,0,0
1771599711822,67670.00,0.2956,1.584753,57.7475,491375.93,597861.98,-0.097762,181999.46,19.00,122122.69,18.00,646.86,490729.07,0.00,0.00,0.00,195017.65,389438.01,13406.32,0.00,0.00,68,68852.28,45716.02,0.201943,0,0,0,0,0,0
1771599712425,67680.50,3.3983,1.578245,57.6410,1391530.47,2138064.99,-0.211507,674405.38,29.50,606087.17,34.50,0.00,398599.63,992930.84,0.00,0.00,0.00,297119.49,1840945.50,0.00,0.00,81,180330.57,75336.66,0.410666,1,1,0,1,0,0
1771599713457,67713.00,0.2954,1.573514,57.5632,4728458.61,951616.03,0.664928,1728466.40,17.00,263294.40,24.00,1292729.98,3435728.63,0.00,0.00,0.00,111491.79,516293.95,323830.29,0.00,0.00,74,116716.46,203454.33,-0.270911,1,0,1,0,1,0
1771599714468,67709.50,0.1477,1.566970,57.4550,5407275.39,521423.48,0.824102,3466218.71,0.50,150002.08,4.50,3860628.82,1546646.57,0.00,0.00,0.00,520879.64,419.21,124.64,0.00,0.00,77,169498.27,226919.59,-0.144850,0,0,1,0,0,0
1771599714984,67709.50,0.1477,1.559659,57.3334,9881899.42,519552.47,0.900100,7582640.18,0.50,150013.60,4.50,7859952.91,2021946.51,0.00,0.00,0.00,519130.56,421.91,0.00,0.00,0.00,88,165898.24,592921.41,-0.562747,0,0,1,0,0,0
1771599715590,67745.00,2.6570,1.555602,57.2655,23341552.56,138355.65,0.988215,14254198.89,36.00,50074.64,26.00,13001.25,0.00,23328551.31,0.00,0.00,63.69,20047.68,50409.47,67834.82,0.00,96,76004.53,558131.88,-0.760290,1,1,1,0,1,0
1771599716117,67785.50,3.0980,1.554976,57.2551,2998409.21,110458.62,0.928940,2100030.66,32.50,49547.56,14.50,0.00,571951.00,2426458.21,0.00,0.00,0.00,66446.32,44012.30,0.00,0.00,111,97675.13,561183.72,-0.703502,0,1,1,0,0,0
1771599716697,67834.00,5.6019,1.558356,57.3116,5364893.78,16863.68,0.993733,2309761.27,19.00,4579.46,30.00,0.00,2403587.73,2961306.05,0.00,0.00,0.00,5301.46,11562.21,0.00,0.00,262,196366.77,400816.59,-0.342357,1,0,1,0,1,0
1771599717322,67949.50,0.1472,1.572467,57.5460,1825246.22,527727.58,0.551438,1168834.38,24.50,471377.98,0.50,122853.46,1257480.48,444912.28,0.00,0.00,502643.51,25084.07,0.00,0.00,0.00,530,1112304.19,1864874.82,-0.252780,0,1,1,0,0,0
1771599717842,67949.50,0.1472,1.585253,57.7557,5197760.46,447078.05,0.841598,1780435.03,0.50,401026.63,0.50,3224023.48,1973736.97,0.00,0.00,0.00,417273.20,29329.02,475.83,0.00,0.00,532,1175321.40,1843339.97,-0.221296,0,0,1,0,0,0
1771599718446,67963.50,0.1471,1.597944,57.9615,8036403.93,28138.69,0.993022,4084554.36,14.50,7741.10,0.50,540569.22,7495834.71,0.00,0.00,0.00,17759.83,10340.78,38.07,0.00,0.00,541,1591146.42,1518939.25,0.023217,0,0,1,0,0,0
1771599719049,67991.50,0.1471,1.612123,58.1887,2469929.34,469202.00,0.680721,336040.03,26.50,301717.22,0.50,155984.53,1761707.90,552236.91,0.00,0.00,431904.82,37297.18,0.00,0.00,0.00,560,1581150.74,1519033.20,0.020037,0,1,1,0,0,0
1771599719727,67984.50,0.1471,1.624149,58.3791,2809376.31,4559936.97,-0.237547,660789.03,19.50,998499.79,76.50,582333.81,2227042.50,0.00,0.00,0.00,2181792.57,2040.18,116915.63,2259188.59,0.00,1215,10328040.82,1733704.41,0.712528,1,0,0,1,0,0
1771599720744,67984.50,0.1471,1.634676,58.5441,674043.76,1527655.00,-0.387706,258466.56,23.50,668959.89,40.50,101128.36,425688.54,147226.86,0.00,0.00,128833.08,12281.68,1386540.24,0.00,0.00,954,9349926.47,956992.79,0.814301,1,1,0,1,0,0
1771599721341,67984.50,0.1471,1.644347,58.6944,2552287.38,527626.63,0.657376,1389789.43,0.50,255595.19,46.50,1710282.62,840873.94,1130.82,0.00,0.00,152765.29,35112.69,318982.30,20766.36,0.00,929,8960982.27,946954.78,0.808849,1,0,1,0,1,0
1771599721889,68017.50,6.0279,1.656039,58.8743,14034706.88,248189.46,0.965247,6376309.10,33.50,125513.85,61.50,0.00,1701879.59,12332827.29,0.00,0.00,0.00,7227.00,49815.08,191147.38,0.00,1037,9265005.79,2223439.86,0.612926,1,1,1,0,1,0
1771599722420,68054.50,0.1469,1.670633,59.0963,1118051.59,1974028.57,-0.276829,271142.51,18.50,339475.47,25.50,46382.03,364050.15,707619.41,0.00,0.00,113345.87,929529.01,931153.69,0.00,0.00,936,3733918.70,2283615.29,0.241013,1,0,0,1,0,0
1771599722954,68033.00,0.5879,1.682344,59.2724,538149.18,8237822.03,-0.877358,293046.21,38.00,2134824.10,22.00,69.39,57881.46,480198.33,0.00,0.00,2168726.20,6069095.83,0.00,0.00,0.00,333,2443356.11,2070181.39,0.082679,1,1,0,1,0,0
1771599723484,68020.50,0.1470,1.691418,59.4076,455671.45,11609026.82,-0.924462,226043.10,32.50,2555921.53,3.50,20437.09,159789.21,275445.15,0.00,0.00,9190115.67,2418911.14,0.00,0.00,0.00,337,2445001.99,1393227.59,0.274026,0,1,0,1,0,0
1771599724060,68009.50,0.1470,1.698054,59.5058,3701817.83,5098440.92,-0.158703,680021.23,27.50,1628686.66,11.50,1383291.32,1637637.12,680889.38,0.00,0.00,2683681.68,2414759.24,0.00,0.00,0.00,351,2650912.45,1443622.96,0.294854,0,1,0,1,0,0
1771599724632,68006.50,0.1470,1.703040,59.5792,3273062.10,825691.42,0.597101,1278832.90,2.50,118554.48,14.50,1983495.14,1289566.96,0.00,0.00,0.00,520692.66,302400.49,2598.27,0.00,0.00,333,2312037.96,1728514.50,0.144417,0,0,1,0,0,0
1771599725163,68015.00,1.7643,1.710345,59.6861,13003643.64,288304.52,0.956620,3379773.75,9.00,208068.38,78.00,8974920.35,3701588.96,327134.33,0.00,0.00,14241.56,228.59,10810.49,263023.89,0.00,180,2034038.83,424104.16,0.654939,1,0,1,0,1,0
1771599725732,68044.00,2.0575,1.719270,59.8159,3045774.88,2880164.57,0.027947,527685.56,24.00,600703.45,51.00,16772.90,1692236.03,1336765.95,0.00,0.00,1599.20,248364.67,1396743.85,1233456.86,0.00,404,994433.46,1655910.49,-0.249582,1,1,0,0,0,0
1771599726240,68040.50,2.4985,1.726967,59.9270,644954.17,6812275.10,-0.827026,227747.08,29.50,1746426.53,15.50,70.07,170162.99,474721.11,0.00,0.00,217103.74,6209407.45,385763.92,0.00,0.00,538,5011047.22,1651679.45,0.504203,0,1,0,1,0,0
1771599726911,68021.00,3.5283,1.732866,60.0117,1216803.52,19506255.68,-0.882565,490344.09,68.00,2775879.99,28.00,0.00,4748.34,1638.44,1210416.74,0.00,0.00,10998873.30,8507382.38,0.00,0.00,533,4872916.47,1613440.40,0.502513,1,1,0,1,0,0
1771599727879,67992.50,0.1471,1.733210,60.0166,3519207.97,538725.57,0.734483,1208525.25,6.50,93677.65,17.50,2099802.86,810254.27,609150.84,0.00,0.00,48559.48,241209.40,248956.70,0.00,0.00,550,4915861.25,2768031.17,0.279524,0,0,1,0,0,0
1771599728435,67985.50,0.1471,1.730972,59.9845,302008.89,12499778.51,-0.952818,118388.61,35.50,4974730.55,6.50,34315.40,1736.52,265956.97,0.00,0.00,10886222.60,1613555.91,0.00,0.00,0.00,244,4184128.59,1555767.06,0.457911,0,1,0,1,0,0
1771599728978,67977.50,1.0298,1.726887,59.9259,477290.97,18723236.28,-0.950284,118292.34,69.50,5013898.70,14.50,59.14,231.73,180918.85,296081.25,0.00,5734592.24,12988644.04,0.00,0.00,0.00,249,4183910.15,1546553.18,0.460235,0,1,0,1,0,0
1771599729587,67915.50,0.1472,1.715704,59.7642,4035354.76,3185601.94,0.117679,792889.76,22.50,377448.46,21.50,168898.10,2554100.00,1312356.67,0.00,0.00,250061.22,1668463.30,1267077.42,0.00,0.00,130,191804.41,1652364.84,-0.791988,1,1,0,0,0,0
1771599730190,67909.00,0.8835,1.704128,59.5951,3788550.77,2485185.77,0.207749,500150.00,22.00,629950.80,4.00,384757.97,2998760.27,405032.52,0.00,0.00,1499106.24,164526.07,821541.91,11.55,0.00,108,133065.28,173927.51,-0.133105,0,1,1,0,0,0
1771599730758,67901.50,0.1473,1.690804,59.3985,2651973.54,4543500.33,-0.262877,722672.97,12.50,1057694.99,5.50,358409.43,1927104.98,366459.13,0.00,0.00,3563532.08,979968.25,0.00,0.00,0.00,104,119098.17,180480.05,-0.204894,0,0,0,1,0,0
1771599731363,67906.00,1.4726,1.676146,59.1794,6720340.47,21474.30,0.993630,2863288.07,5.00,5620.31,5.00,3437240.56,2923689.69,359410.21,0.00,0.00,5666.50,863.92,14943.88,0.00,0.00,103,115503.06,159274.00,-0.159296,0,0,1,0,0,0
1771599732337,67957.50,0.1472,1.664902,59.0095,3849211.79,2800660.29,0.157680,934679.62,22.50,771253.36,54.50,361622.35,3487589.45,0.00,0.00,0.00,21978.98,542091.92,1253666.11,982923.28,0.00,120,62735.14,112174.43,-0.282656,1,1,1,0,1,0
1771599732887,67957.50,0.1472,1.652611,58.8217,2298254.22,201716.06,0.838625,801068.19,9.50,155260.99,28.50,1198726.55,1099527.67,0.00,0.00,0.00,28730.06,17725.01,155260.99,0.00,0.00,133,104228.27,194195.87,-0.301476,1,0,1,0,1,0
1771599733920,67972.50,1.0298,1.640733,58.6384,8766964.18,1332189.30,0.736178,2835946.87,15.50,600151.47,40.50,2159609.62,6607354.56,0.00,0.00,0.00,1636.91,3466.77,1327085.62,0.00,0.00,152,105003.77,188525.81,-0.284544,1,0,1,0,1,0
1771599734451,67979.00,0.5884,1.628972,58.4549,4884197.97,3481933.29,0.167612,626074.01,10.00,481814.64,9.00,3122149.06,1747371.75,14677.17,0.00,0.00,1323963.00,1005117.44,1152852.86,0.00,0.00,133,124086.93,293327.03,-0.405449,0,0,1,0,0,0
1771599735018,67976.50,0.1471,1.615927,58.2491,121528.86,13005873.39,-0.981485,26922.86,1.50,4043241.36,4.50,106142.16,14609.34,777.36,0.00,0.00,10091995.49,2913877.90,0.00,0.00,0.00,105,96269.11,543987.08,-0.699279,0,0,0,1,0,0
1771599735578,67960.00,0.8829,1.600237,57.9984,536365.01,18819935.32,-0.944580,271588.00,63.00,7434012.98,17.00,8632.28,1393.37,31.92,526307.43,0.00,1061035.66,17758899.66,0.00,0.00,0.00,201,538067.18,521402.92,0.015729,0,1,0,1,0,0
1771599736109,67932.00,7.6547,1.580798,57.6829,2279007.29,11741049.57,-0.674893,624016.57,69.00,3588146.68,31.00,0.00,0.00,375654.84,1903352.45,0.00,0.00,0.00,11741049.57,0.00,0.00,195,468421.79,478684.40,-0.010836,1,1,0,1,0,0
1771599736717,67902.00,1.4727,1.557416,57.2959,4290066.25,1454002.41,0.493738,840049.82,25.00,800798.32,34.00,484523.48,8245.55,3797297.22,0.00,0.00,56370.96,65662.61,1331968.84,0.00,0.00,191,466883.14,823423.02,-0.276322,1,1,1,0,1,0
1771599737239,67904.50,0.7363,1.533711,56.8951,4428335.57,483584.59,0.803098,1851265.45,6.50,479690.39,30.50,2829187.19,1599148.39,0.00,0.00,0.00,580.61,1714.46,481289.51,0.00,0.00,204,468338.18,1072102.99,-0.391943,1,0,1,0,1,0
1771599737805,67927.50,0.4416,1.511283,56.5078,1356450.71,6390537.85,-0.649812,217769.07,28.50,1098073.56,16.50,133943.09,636356.29,586151.33,0.00,0.00,1932428.45,4358903.85,99205.55,0.00,0.00,228,458202.64,768707.64,-0.253079,0,1,0,1,0,0
1771599738395,67926.50,0.1472,1.487641,56.0908,119611.77,6779542.10,-0.965326,64557.28,36.50,1904058.34,0.50,11.55,2037.15,117563.07,0.00,0.00,3182506.44,3597035.65,0.00,0.00,0.00,196,441509.21,677639.84,-0.210991,0,1,0,1,0,0
1771599739035,67877.50,0.1473,1.458304,55.5605,2964401.18,9447554.51,-0.522331,979239.07,23.50,926678.63,40.50,41804.37,1591091.69,1331505.12,0.00,0.00,5661.70,957036.66,8484856.15,0.00,0.00,212,364822.22,722347.11,-0.328859,1,1,0,1,0,0
1771599740150,67861.50,0.1474,1.427234,54.9828,4049267.66,1855123.15,0.371612,602314.17,7.50,346687.71,5.50,1793018.64,1484925.60,771323.42,0.00,0.00,1526977.90,328145.25,0.00,0.00,0.00,230,369012.17,2694572.50,-0.759098,0,0,1,0,0,0
1771599740654,67861.50,0.1474,1.394921,54.3638,2022080.56,544337.79,0.575800,598445.13,22.50,157408.62,0.50,203946.94,1425426.80,392706.83,0.00,0.00,340547.10,203790.68,0.00,0.00,0.00,213,373670.10,2705126.33,-0.757262,0,1,1,0,0,0
1771599741248,67861.50,0.1474,1.361475,53.7028,1457580.61,188564.68,0.770902,598565.88,22.50,100750.34,19.50,53791.14,863861.80,539927.67,0.00,0.00,54822.10,133742.57,0.00,0.00,0.00,196,367591.46,2673279.62,-0.758233,0,1,1,0,0,0
1771599741773,67861.50,0.1474,1.327047,53.0000,2833410.93,217533.16,0.857399,680454.34,22.50,80066.85,16.50,546004.38,2287406.55,0.00,0.00,0.00,8352.52,209180.65,0.00,0.00,0.00,122,53248.26,2650731.90,-0.960615,0,1,1,0,0,0
1771599742347,67868.50,0.1473,1.292388,52.2687,3167176.53,748520.07,0.617682,643508.47,23.50,558115.47,20.50,1811369.88,1328529.09,27277.55,0.00,0.00,107703.19,640816.89,0.00,0.00,0.00,69,26945.34,63436.63,-0.403745,1,1,1,0,1,0
1771599742958,67844.00,1.1792,1.254487,51.4403,5636513.23,8814709.85,-0.219926,836207.90,28.00,1728921.69,24.00,619376.81,3030829.96,1986306.46,0.00,0.00,637275.55,7586334.00,591100.30,0.00,0.00,107,27047.15,676760.23,-0.923140,1,1,0,1,0,0
1771599743470,67840.00,0.5896,1.217850,50.6099,1111370.82,4166818.01,-0.578882,611890.05,28.00,1020537.05,8.00,4887.46,309916.09,796567.27,0.00,0.00,1163163.27,3003654.75,0.00,0.00,0.00,107,18221.02,654248.99,-0.945809,0,1,0,1,0,0
1771599744029,67820.50,0.1474,1.178560,49.6856,1058443.93,14925988.11,-0.867566,523525.28,50.50,4472671.40,18.50,14960.82,689.53,287759.52,755034.06,0.00,2149850.21,12776137.90,0.00,0.00,0.00,127,39845.31,658989.13,-0.885966,0,1,0,1,0,0
1771599744550,67816.50,1.3271,1.138098,48.6956,1007483.19,15859450.95,-0.880537,553591.73,38.50,2506704.85,4.50,6963.61,701.05,999652.50,166.03,0.00,4509686.16,11349764.79,0.00,0.00,0.00,128,31830.49,659185.65,-0.907873,0,1,0,1,0,0
1771599745079,67779.50,1.9180,1.093141,47.5479,3304942.92,5820393.89,-0.275656,570881.95,24.50,2053289.48,33.50,183386.83,1999565.97,1121990.13,0.00,0.00,211129.69,1426696.33,4182567.87,0.00,0.00,129,32356.42,671409.01,-0.908048,1,1,0,1,0,0
1771599745655,67768.50,0.4427,1.044329,46.2422,3637669.94,5445954.67,-0.199071,597852.42,18.50,1133871.09,15.50,569352.88,3068317.06,0.00,0.00,0.00,1896331.53,3549623.14,0.00,0.00,0.00,133,39173.40,758878.66,-0.901827,0,0,0,1,0,0
1771599746187,67767.50,0.1476,0.994153,44.8320,4788728.02,940814.51,0.671592,1479523.62,14.50,350986.06,0.50,950334.34,3838393.68,0.00,0.00,0.00,392233.43,290378.54,258202.54,0.00,0.00,90,32549.35,140901.83,-0.624686,0,0,1,0,0,0
